id,Age,Sex,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Default,Loan Eligibility
11163.0,69.0,male,rent,rich,moderate,4541.0,42.0,car,0,Yes
11164.0,50.0,female,rent,quite rich,rich,10048.0,50.0,furniture/equipment,0,Yes
11165.0,57.0,male,own,rich,rich,2101.0,50.0,radio/TV,0,Yes
11166.0,49.0,female,own,quite rich,moderate,5999.0,18.0,repairs,1,No
11167.0,22.0,male,rent,moderate,moderate,4484.0,10.0,domestic appliances,0,Yes
11168.0,34.0,female,rent,rich,moderate,3465.0,24.0,education,0,Yes
11169.0,25.0,male,rent,little,little,18670.0,59.0,education,1,No
11170.0,74.0,male,own,quite rich,rich,4959.0,51.0,repairs,0,Yes
11171.0,59.0,male,rent,little,moderate,10700.0,39.0,radio/TV,0,Yes
11172.0,51.0,male,free,quite rich,little,13216.0,25.0,car,0,Yes
11173.0,26.0,female,rent,moderate,moderate,19988.0,42.0,furniture/equipment,0,Yes
11174.0,73.0,male,rent,little,moderate,4671.0,25.0,business,0,Yes
11175.0,40.0,female,own,little,moderate,7574.0,11.0,domestic appliances,0,Yes
11176.0,52.0,female,own,little,little,13618.0,54.0,domestic appliances,1,No
11177.0,67.0,male,free,little,moderate,12541.0,6.0,education,0,Yes
11178.0,24.0,female,rent,little,moderate,3335.0,24.0,radio/TV,0,Yes
11179.0,32.0,female,own,moderate,little,13934.0,48.0,car,1,No
11180.0,70.0,male,own,rich,moderate,2673.0,59.0,domestic appliances,0,Yes
11181.0,71.0,male,own,little,moderate,19512.0,57.0,furniture/equipment,0,Yes
11182.0,37.0,male,own,moderate,rich,11220.0,55.0,radio/TV,0,Yes
11183.0,67.0,male,own,quite rich,moderate,289.0,10.0,repairs,0,Yes
11184.0,42.0,male,own,moderate,rich,9582.0,52.0,repairs,0,Yes
11185.0,20.0,male,rent,rich,moderate,4832.0,24.0,education,0,Yes
11186.0,72.0,male,own,moderate,moderate,2574.0,20.0,car,1,No
11187.0,63.0,female,rent,moderate,rich,1768.0,22.0,business,0,Yes
11188.0,41.0,female,rent,moderate,moderate,19446.0,13.0,radio/TV,0,Yes
11189.0,51.0,male,free,rich,little,7960.0,8.0,domestic appliances,0,Yes
11190.0,63.0,female,free,moderate,rich,2769.0,50.0,furniture/equipment,0,Yes
11191.0,39.0,female,free,moderate,moderate,15688.0,10.0,car,1,No
11192.0,28.0,female,rent,rich,moderate,18670.0,16.0,education,1,No
11193.0,65.0,male,rent,moderate,little,5514.0,21.0,repairs,0,Yes
11194.0,25.0,female,rent,moderate,little,2079.0,27.0,business,1,No
11195.0,56.0,male,own,moderate,rich,11899.0,25.0,education,0,Yes
11196.0,60.0,female,free,moderate,rich,19439.0,22.0,radio/TV,0,Yes
11197.0,52.0,male,own,rich,moderate,8644.0,47.0,repairs,0,Yes
11198.0,66.0,female,free,moderate,rich,3851.0,7.0,radio/TV,0,Yes
11199.0,63.0,female,free,quite rich,little,19948.0,27.0,furniture/equipment,0,Yes
11200.0,55.0,male,own,moderate,rich,6770.0,40.0,business,0,Yes
11201.0,25.0,female,rent,little,moderate,11306.0,13.0,radio/TV,1,No
11202.0,71.0,male,free,moderate,moderate,14074.0,51.0,business,0,Yes
11203.0,54.0,male,rent,moderate,rich,16110.0,54.0,education,0,Yes
11204.0,44.0,male,own,rich,rich,8128.0,17.0,domestic appliances,0,Yes
11205.0,45.0,female,free,rich,moderate,14739.0,19.0,furniture/equipment,0,Yes
11206.0,57.0,female,rent,little,moderate,11315.0,24.0,domestic appliances,0,Yes
11207.0,51.0,male,free,moderate,moderate,7890.0,34.0,radio/TV,0,Yes
11208.0,49.0,male,rent,little,moderate,14928.0,51.0,repairs,1,No
11209.0,32.0,male,rent,rich,moderate,492.0,10.0,car,0,Yes
11210.0,61.0,female,rent,moderate,rich,6032.0,39.0,furniture/equipment,1,No
11211.0,34.0,female,own,quite rich,moderate,2060.0,13.0,car,0,Yes
11212.0,50.0,male,free,quite rich,little,12495.0,59.0,furniture/equipment,0,Yes
11213.0,64.0,female,rent,quite rich,rich,6240.0,59.0,business,1,No
11214.0,63.0,female,own,little,moderate,12487.0,26.0,furniture/equipment,0,Yes
11215.0,69.0,male,rent,moderate,little,12664.0,26.0,domestic appliances,1,No
11216.0,71.0,male,rent,quite rich,moderate,12851.0,18.0,domestic appliances,0,Yes
11217.0,33.0,female,own,little,little,17621.0,8.0,radio/TV,1,No
11218.0,46.0,male,own,moderate,rich,3919.0,42.0,business,0,Yes
11219.0,26.0,male,free,rich,moderate,6757.0,28.0,car,0,Yes
11220.0,50.0,female,own,quite rich,moderate,714.0,44.0,domestic appliances,1,No
11221.0,66.0,male,rent,quite rich,rich,16618.0,50.0,repairs,0,Yes
11222.0,46.0,male,own,little,little,10678.0,42.0,education,1,No
11223.0,30.0,female,own,little,little,17543.0,45.0,car,1,No
11224.0,38.0,male,rent,quite rich,little,604.0,28.0,domestic appliances,0,Yes
11225.0,38.0,female,rent,rich,moderate,912.0,41.0,car,0,Yes
11226.0,22.0,male,free,little,little,11151.0,45.0,domestic appliances,1,No
11227.0,27.0,female,rent,little,little,11268.0,13.0,business,0,Yes
11228.0,23.0,female,own,quite rich,moderate,16042.0,22.0,car,0,Yes
11229.0,73.0,male,own,little,moderate,9840.0,53.0,education,1,No
11230.0,68.0,male,rent,quite rich,little,12030.0,46.0,radio/TV,0,Yes
11231.0,74.0,male,free,quite rich,rich,7869.0,18.0,business,0,Yes
11232.0,30.0,female,free,moderate,rich,11650.0,45.0,radio/TV,1,No
11233.0,18.0,female,rent,little,rich,9614.0,25.0,repairs,0,Yes
11234.0,37.0,male,own,quite rich,rich,8792.0,47.0,furniture/equipment,1,No
11235.0,74.0,male,rent,little,moderate,15955.0,41.0,car,1,No
11236.0,64.0,female,own,moderate,little,10825.0,46.0,car,1,No
11237.0,63.0,male,own,moderate,moderate,6892.0,27.0,domestic appliances,0,Yes
11238.0,25.0,female,own,moderate,moderate,3297.0,29.0,business,0,Yes
11239.0,27.0,male,rent,moderate,little,2533.0,14.0,radio/TV,1,No
11240.0,26.0,male,own,moderate,little,5102.0,26.0,repairs,1,No
11241.0,66.0,male,rent,moderate,rich,6617.0,26.0,radio/TV,0,Yes
11242.0,58.0,female,rent,rich,moderate,2797.0,12.0,repairs,0,Yes
11243.0,20.0,male,free,little,rich,17934.0,16.0,radio/TV,1,No
11244.0,28.0,female,free,moderate,moderate,9493.0,58.0,education,1,No
11245.0,29.0,female,free,quite rich,moderate,2381.0,51.0,repairs,0,Yes
11246.0,27.0,male,rent,little,little,8999.0,34.0,furniture/equipment,1,No
11247.0,42.0,male,rent,quite rich,little,5278.0,12.0,domestic appliances,1,No
11248.0,66.0,female,rent,rich,moderate,14490.0,31.0,education,0,Yes
11249.0,66.0,male,free,moderate,moderate,3155.0,57.0,business,0,Yes
11250.0,42.0,male,own,quite rich,rich,7026.0,58.0,repairs,0,Yes
11251.0,28.0,female,own,moderate,little,13156.0,55.0,domestic appliances,0,Yes
11252.0,71.0,male,free,moderate,moderate,14743.0,51.0,domestic appliances,0,Yes
11253.0,53.0,female,free,quite rich,little,18335.0,28.0,domestic appliances,0,Yes
11254.0,56.0,female,own,moderate,moderate,8517.0,29.0,radio/TV,0,Yes
11255.0,70.0,female,free,quite rich,moderate,11954.0,6.0,education,0,Yes
11256.0,43.0,female,rent,moderate,little,11159.0,43.0,education,1,No
11257.0,31.0,female,rent,moderate,moderate,3139.0,36.0,furniture/equipment,0,Yes
11258.0,56.0,male,free,quite rich,rich,1069.0,27.0,repairs,0,Yes
11259.0,73.0,female,rent,quite rich,moderate,16831.0,44.0,repairs,1,No
11260.0,57.0,female,rent,moderate,rich,12567.0,48.0,education,1,No
11261.0,18.0,male,rent,quite rich,rich,19006.0,48.0,car,1,No
11262.0,73.0,female,own,moderate,rich,2329.0,15.0,radio/TV,0,Yes
11263.0,71.0,female,free,quite rich,little,2251.0,29.0,domestic appliances,0,Yes
11264.0,21.0,male,rent,moderate,moderate,584.0,32.0,education,0,Yes
11265.0,47.0,male,free,moderate,moderate,10122.0,52.0,furniture/equipment,0,Yes
11266.0,29.0,male,rent,quite rich,little,2009.0,29.0,furniture/equipment,0,Yes
11267.0,73.0,female,own,rich,moderate,5540.0,37.0,domestic appliances,0,Yes
11268.0,52.0,female,rent,little,little,8194.0,35.0,business,0,Yes
11269.0,30.0,female,own,moderate,rich,19274.0,22.0,business,1,No
11270.0,69.0,male,rent,moderate,moderate,1792.0,31.0,radio/TV,0,Yes
11271.0,48.0,female,own,moderate,little,8351.0,52.0,furniture/equipment,1,No
11272.0,55.0,female,rent,rich,rich,9946.0,27.0,repairs,0,Yes
11273.0,60.0,female,rent,rich,rich,6479.0,51.0,business,1,No
11274.0,40.0,male,own,moderate,little,19383.0,40.0,car,1,No
11275.0,21.0,male,rent,quite rich,rich,11859.0,33.0,furniture/equipment,0,Yes
11276.0,69.0,male,rent,quite rich,little,15324.0,26.0,car,1,No
11277.0,33.0,male,rent,moderate,rich,11010.0,6.0,furniture/equipment,0,Yes
11278.0,24.0,female,own,little,rich,18664.0,21.0,repairs,0,Yes
11279.0,39.0,female,free,rich,moderate,15463.0,50.0,repairs,0,Yes
11280.0,46.0,female,rent,moderate,moderate,5351.0,53.0,radio/TV,0,Yes
11281.0,28.0,male,rent,moderate,moderate,8555.0,30.0,domestic appliances,0,Yes
11282.0,73.0,female,own,moderate,little,614.0,41.0,furniture/equipment,0,Yes
11283.0,50.0,female,free,little,little,14655.0,13.0,repairs,1,No
11284.0,46.0,female,rent,rich,little,14387.0,17.0,education,0,Yes
11285.0,56.0,female,rent,quite rich,moderate,2603.0,21.0,business,0,Yes
11286.0,29.0,male,free,quite rich,rich,10725.0,43.0,business,0,Yes
11287.0,24.0,female,rent,rich,little,11490.0,20.0,domestic appliances,1,No
11288.0,72.0,male,free,moderate,moderate,14259.0,26.0,business,0,Yes
11289.0,56.0,female,own,moderate,little,2792.0,27.0,business,0,Yes
11290.0,59.0,male,own,moderate,rich,10793.0,24.0,car,0,Yes
11291.0,65.0,male,free,moderate,little,14486.0,27.0,education,1,No
11292.0,43.0,male,own,quite rich,moderate,8985.0,41.0,repairs,0,Yes
11293.0,57.0,female,free,moderate,little,8176.0,41.0,repairs,0,Yes
11294.0,26.0,male,rent,little,rich,19156.0,15.0,business,1,No
11295.0,58.0,male,own,quite rich,moderate,16596.0,36.0,business,1,No
11296.0,51.0,female,free,rich,rich,5850.0,22.0,domestic appliances,0,Yes
11297.0,62.0,female,free,moderate,moderate,5160.0,8.0,furniture/equipment,0,Yes
11298.0,30.0,female,free,little,moderate,16203.0,25.0,education,0,Yes
11299.0,72.0,female,rent,rich,little,13896.0,46.0,repairs,1,No
11300.0,72.0,male,rent,moderate,moderate,16311.0,14.0,repairs,0,Yes
11301.0,53.0,male,rent,moderate,little,6645.0,39.0,furniture/equipment,1,No
11302.0,42.0,female,own,moderate,moderate,11080.0,49.0,radio/TV,0,Yes
11303.0,41.0,male,rent,rich,little,18427.0,10.0,furniture/equipment,1,No
11304.0,61.0,male,free,quite rich,moderate,2317.0,29.0,furniture/equipment,1,No
11305.0,34.0,male,rent,moderate,little,19039.0,27.0,furniture/equipment,1,No
11306.0,19.0,male,own,quite rich,moderate,19609.0,6.0,business,0,Yes
11307.0,30.0,male,rent,little,moderate,11452.0,13.0,education,1,No
11308.0,48.0,female,free,moderate,moderate,3020.0,59.0,domestic appliances,0,Yes
11309.0,46.0,female,own,rich,rich,12061.0,57.0,furniture/equipment,1,No
11310.0,67.0,female,free,quite rich,little,4811.0,37.0,radio/TV,1,No
11311.0,45.0,female,rent,moderate,moderate,17688.0,54.0,car,0,Yes
11312.0,44.0,female,own,quite rich,moderate,3029.0,29.0,car,0,Yes
11313.0,32.0,female,own,little,little,3003.0,44.0,business,0,Yes
11314.0,48.0,female,free,little,moderate,14018.0,14.0,domestic appliances,0,Yes
11315.0,57.0,male,own,little,moderate,14876.0,41.0,business,0,Yes
11316.0,32.0,female,own,rich,moderate,2263.0,37.0,business,0,Yes
11317.0,50.0,male,own,little,little,16209.0,13.0,repairs,1,No
11318.0,37.0,male,free,little,moderate,7942.0,24.0,furniture/equipment,1,No
11319.0,59.0,male,rent,moderate,rich,11633.0,9.0,education,0,Yes
11320.0,29.0,male,free,moderate,rich,19061.0,19.0,domestic appliances,0,Yes
11321.0,54.0,male,rent,moderate,moderate,18292.0,27.0,car,0,Yes
11322.0,26.0,female,rent,rich,little,1507.0,51.0,education,1,No
11323.0,40.0,male,own,rich,moderate,4563.0,10.0,car,1,No
11324.0,25.0,female,own,little,rich,15486.0,30.0,business,0,Yes
11325.0,49.0,female,rent,rich,little,13224.0,28.0,education,1,No
11326.0,65.0,female,rent,quite rich,moderate,13817.0,43.0,radio/TV,0,Yes
11327.0,31.0,male,own,quite rich,little,15275.0,53.0,furniture/equipment,1,No
11328.0,44.0,male,rent,quite rich,moderate,18477.0,31.0,radio/TV,0,Yes
11329.0,42.0,female,rent,moderate,moderate,1520.0,51.0,business,1,No
11330.0,30.0,female,rent,moderate,little,19171.0,38.0,business,0,Yes
11331.0,72.0,female,rent,moderate,rich,9003.0,25.0,car,1,No
11332.0,38.0,female,rent,moderate,moderate,5221.0,22.0,repairs,0,Yes
11333.0,62.0,female,own,moderate,little,11968.0,12.0,repairs,0,Yes
11334.0,48.0,male,own,moderate,moderate,6595.0,13.0,radio/TV,0,Yes
11335.0,54.0,female,free,quite rich,rich,19536.0,52.0,repairs,0,Yes
11336.0,65.0,female,rent,little,little,8990.0,23.0,domestic appliances,1,No
11337.0,60.0,female,free,moderate,rich,6230.0,56.0,radio/TV,1,No
11338.0,71.0,female,free,rich,little,15354.0,44.0,furniture/equipment,0,Yes
11339.0,22.0,male,own,little,little,16075.0,40.0,furniture/equipment,1,No
11340.0,30.0,female,rent,rich,little,10983.0,18.0,education,1,No
11341.0,45.0,female,free,rich,little,8405.0,54.0,furniture/equipment,1,No
11342.0,60.0,male,free,rich,little,13371.0,25.0,domestic appliances,1,No
11343.0,42.0,female,free,moderate,rich,13541.0,35.0,business,0,Yes
11344.0,68.0,male,own,little,little,11208.0,6.0,repairs,1,No
11345.0,52.0,male,rent,moderate,little,4148.0,14.0,car,0,Yes
11346.0,64.0,female,rent,moderate,little,7980.0,6.0,education,0,Yes
11347.0,56.0,female,own,moderate,little,5675.0,27.0,business,1,No
11348.0,24.0,male,rent,moderate,moderate,9104.0,48.0,radio/TV,1,No
11349.0,55.0,male,own,little,rich,15080.0,54.0,car,0,Yes
11350.0,49.0,female,rent,moderate,rich,1011.0,50.0,business,0,Yes
11351.0,20.0,female,free,quite rich,little,5119.0,56.0,domestic appliances,1,No
11352.0,62.0,male,rent,rich,little,11962.0,29.0,education,1,No
11353.0,56.0,female,free,quite rich,little,11525.0,47.0,radio/TV,0,Yes
11354.0,54.0,male,rent,rich,rich,12227.0,16.0,radio/TV,0,Yes
11355.0,72.0,female,free,rich,moderate,19831.0,16.0,radio/TV,1,No
11356.0,67.0,female,rent,quite rich,little,9787.0,16.0,radio/TV,1,No
11357.0,39.0,male,free,moderate,little,8699.0,37.0,business,0,Yes
11358.0,25.0,male,rent,moderate,moderate,5258.0,55.0,furniture/equipment,0,Yes
11359.0,34.0,female,own,rich,moderate,4555.0,30.0,radio/TV,0,Yes
11360.0,69.0,male,rent,moderate,moderate,4854.0,24.0,repairs,0,Yes
11361.0,44.0,female,free,little,little,3187.0,12.0,radio/TV,1,No
11362.0,50.0,female,own,moderate,moderate,2672.0,25.0,domestic appliances,0,Yes
11363.0,63.0,male,own,little,little,4007.0,7.0,education,1,No
11364.0,34.0,female,free,rich,moderate,10865.0,55.0,domestic appliances,1,No
11365.0,59.0,female,own,moderate,little,17130.0,31.0,business,0,Yes
11366.0,29.0,male,free,moderate,moderate,18205.0,55.0,repairs,0,Yes
11367.0,65.0,male,own,moderate,moderate,5288.0,15.0,furniture/equipment,0,Yes
11368.0,63.0,male,rent,little,moderate,11298.0,49.0,radio/TV,1,No
11369.0,44.0,female,free,moderate,moderate,17381.0,35.0,education,0,Yes
11370.0,65.0,male,own,rich,moderate,3889.0,37.0,repairs,0,Yes
11371.0,25.0,female,own,moderate,moderate,4108.0,21.0,furniture/equipment,0,Yes
11372.0,40.0,male,free,rich,little,7453.0,26.0,furniture/equipment,0,Yes
11373.0,59.0,female,free,rich,rich,9914.0,24.0,education,0,Yes
11374.0,66.0,female,free,rich,moderate,17567.0,20.0,business,0,Yes
11375.0,46.0,male,own,little,rich,2473.0,24.0,business,0,Yes
11376.0,67.0,female,own,moderate,moderate,5969.0,6.0,repairs,0,Yes
11377.0,37.0,female,rent,moderate,little,14641.0,49.0,education,1,No
11378.0,33.0,male,free,moderate,moderate,11075.0,41.0,education,1,No
11379.0,34.0,female,rent,moderate,moderate,17092.0,52.0,car,1,No
11380.0,33.0,female,free,little,moderate,9908.0,46.0,repairs,1,No
11381.0,36.0,female,own,quite rich,rich,4413.0,20.0,radio/TV,0,Yes
11382.0,73.0,female,free,little,moderate,4712.0,15.0,furniture/equipment,0,Yes
11383.0,73.0,female,rent,moderate,moderate,4495.0,7.0,business,0,Yes
11384.0,25.0,female,rent,moderate,moderate,524.0,31.0,repairs,0,Yes
11385.0,55.0,male,own,moderate,moderate,3414.0,34.0,business,0,Yes
11386.0,55.0,male,rent,moderate,moderate,10016.0,35.0,car,1,No
11387.0,70.0,male,rent,little,moderate,9296.0,31.0,business,0,Yes
11388.0,46.0,female,own,moderate,moderate,3329.0,53.0,repairs,0,Yes
11389.0,58.0,male,rent,little,moderate,11348.0,58.0,furniture/equipment,1,No
11390.0,53.0,male,own,moderate,moderate,7816.0,14.0,radio/TV,1,No
11391.0,43.0,female,own,quite rich,rich,16049.0,18.0,domestic appliances,1,No
11392.0,48.0,male,rent,rich,rich,7854.0,18.0,domestic appliances,0,Yes
11393.0,61.0,male,own,quite rich,little,10043.0,40.0,car,0,Yes
11394.0,29.0,female,free,moderate,rich,18303.0,58.0,education,0,Yes
11395.0,72.0,male,own,little,rich,13715.0,52.0,domestic appliances,1,No
11396.0,34.0,male,rent,rich,moderate,7877.0,36.0,education,0,Yes
11397.0,32.0,male,free,moderate,moderate,10834.0,53.0,domestic appliances,0,Yes
11398.0,26.0,male,free,little,rich,10337.0,39.0,furniture/equipment,1,No
11399.0,56.0,male,free,moderate,moderate,945.0,33.0,domestic appliances,0,Yes
11400.0,59.0,male,free,quite rich,rich,14632.0,35.0,business,1,No
11401.0,65.0,female,own,moderate,moderate,13199.0,32.0,radio/TV,0,Yes
11402.0,29.0,female,own,moderate,rich,8798.0,39.0,repairs,0,Yes
11403.0,49.0,male,own,little,little,16254.0,52.0,car,1,No
11404.0,42.0,male,rent,moderate,moderate,11455.0,32.0,repairs,0,Yes
11405.0,56.0,male,rent,rich,moderate,6620.0,54.0,furniture/equipment,0,Yes
11406.0,35.0,female,free,rich,moderate,19288.0,57.0,domestic appliances,1,No
11407.0,32.0,male,rent,moderate,rich,10481.0,47.0,repairs,0,Yes
11408.0,49.0,female,own,moderate,moderate,1066.0,29.0,education,0,Yes
11409.0,23.0,female,own,moderate,moderate,19573.0,29.0,business,0,Yes
11410.0,61.0,male,own,little,little,19399.0,28.0,repairs,1,No
11411.0,60.0,female,own,moderate,little,9639.0,58.0,repairs,1,No
11412.0,69.0,male,own,little,little,7882.0,40.0,furniture/equipment,1,No
11413.0,52.0,female,free,little,little,18928.0,6.0,repairs,1,No
11414.0,51.0,male,own,moderate,moderate,12834.0,21.0,education,0,Yes
11415.0,55.0,male,own,little,rich,6983.0,15.0,education,1,No
11416.0,73.0,female,own,rich,moderate,9579.0,43.0,car,0,Yes
11417.0,71.0,male,free,moderate,moderate,14303.0,41.0,radio/TV,0,Yes
11418.0,74.0,female,own,moderate,little,10263.0,35.0,domestic appliances,0,Yes
11419.0,22.0,male,rent,moderate,moderate,1148.0,42.0,furniture/equipment,0,Yes
11420.0,35.0,female,free,moderate,moderate,16914.0,16.0,furniture/equipment,0,Yes
11421.0,33.0,male,free,rich,moderate,7087.0,39.0,education,0,Yes
11422.0,25.0,male,own,moderate,moderate,10235.0,13.0,education,0,Yes
11423.0,42.0,male,own,moderate,moderate,19358.0,15.0,repairs,0,Yes
11424.0,49.0,female,own,little,moderate,6125.0,28.0,radio/TV,0,Yes
11425.0,43.0,female,free,little,moderate,13209.0,37.0,radio/TV,1,No
11426.0,69.0,male,free,rich,rich,9837.0,51.0,education,1,No
11427.0,39.0,male,rent,quite rich,rich,263.0,11.0,furniture/equipment,0,Yes
11428.0,48.0,male,own,moderate,rich,18651.0,58.0,car,1,No
11429.0,60.0,female,own,little,little,4769.0,44.0,radio/TV,1,No
11430.0,27.0,male,own,rich,little,15271.0,22.0,radio/TV,1,No
11431.0,73.0,male,free,moderate,rich,13551.0,50.0,car,0,Yes
11432.0,74.0,male,free,rich,rich,13519.0,30.0,education,0,Yes
11433.0,29.0,female,free,moderate,moderate,5839.0,45.0,domestic appliances,0,Yes
11434.0,70.0,male,free,rich,little,19780.0,12.0,repairs,0,Yes
11435.0,45.0,male,free,moderate,rich,10046.0,38.0,radio/TV,0,Yes
11436.0,23.0,female,rent,quite rich,moderate,1416.0,24.0,domestic appliances,0,Yes
11437.0,37.0,male,free,quite rich,moderate,5337.0,42.0,furniture/equipment,0,Yes
11438.0,22.0,female,free,moderate,rich,17284.0,32.0,education,0,Yes
11439.0,40.0,female,rent,rich,moderate,18816.0,9.0,radio/TV,0,Yes
11440.0,26.0,female,free,moderate,little,16608.0,54.0,furniture/equipment,1,No
11441.0,46.0,female,rent,rich,little,8660.0,53.0,car,1,No
11442.0,33.0,female,own,moderate,moderate,19648.0,19.0,repairs,1,No
11443.0,71.0,male,rent,moderate,rich,8070.0,46.0,furniture/equipment,0,Yes
11444.0,63.0,male,own,rich,moderate,617.0,38.0,domestic appliances,0,Yes
11445.0,39.0,male,rent,rich,rich,14136.0,13.0,business,0,Yes
11446.0,25.0,male,own,quite rich,moderate,7952.0,18.0,furniture/equipment,0,Yes
11447.0,37.0,male,rent,little,little,8702.0,34.0,repairs,1,No
11448.0,68.0,male,own,little,little,11476.0,42.0,radio/TV,1,No
11449.0,31.0,male,free,little,rich,5372.0,55.0,repairs,0,Yes
11450.0,56.0,male,rent,moderate,moderate,6915.0,26.0,repairs,0,Yes
11451.0,54.0,female,free,rich,little,16428.0,52.0,car,1,No
11452.0,67.0,male,rent,little,rich,7460.0,15.0,domestic appliances,1,No
11453.0,51.0,male,free,moderate,moderate,18080.0,44.0,domestic appliances,0,Yes
11454.0,28.0,female,own,moderate,moderate,14052.0,34.0,car,0,Yes
11455.0,71.0,male,own,moderate,little,17236.0,45.0,repairs,1,No
11456.0,57.0,female,own,moderate,little,19574.0,39.0,business,1,No
11457.0,50.0,male,free,moderate,rich,15482.0,21.0,repairs,0,Yes
11458.0,48.0,male,rent,little,rich,344.0,50.0,car,0,Yes
11459.0,71.0,female,free,moderate,moderate,15345.0,22.0,business,0,Yes
11460.0,61.0,male,rent,rich,rich,18957.0,40.0,domestic appliances,1,No
11461.0,51.0,female,own,moderate,little,9192.0,19.0,car,1,No
11462.0,67.0,female,rent,little,moderate,5976.0,38.0,radio/TV,0,Yes
11463.0,24.0,female,own,quite rich,moderate,2891.0,53.0,domestic appliances,0,Yes
11464.0,66.0,male,own,rich,moderate,14787.0,33.0,domestic appliances,0,Yes
11465.0,71.0,female,free,little,moderate,10332.0,12.0,education,1,No
11466.0,40.0,female,free,moderate,moderate,17012.0,30.0,furniture/equipment,1,No
11467.0,63.0,male,own,little,little,638.0,21.0,radio/TV,0,Yes
11468.0,73.0,female,own,moderate,rich,6971.0,7.0,domestic appliances,0,Yes
11469.0,24.0,female,rent,moderate,rich,9611.0,16.0,repairs,0,Yes
11470.0,71.0,male,own,rich,moderate,8040.0,56.0,repairs,1,No
11471.0,42.0,male,rent,moderate,moderate,10794.0,41.0,car,1,No
11472.0,20.0,male,free,quite rich,moderate,9970.0,20.0,repairs,0,Yes
11473.0,55.0,female,own,little,little,7597.0,27.0,repairs,1,No
11474.0,37.0,female,free,little,moderate,8862.0,16.0,repairs,0,Yes
11475.0,51.0,male,rent,moderate,rich,1026.0,26.0,radio/TV,0,Yes
11476.0,66.0,female,rent,moderate,moderate,13611.0,7.0,repairs,0,Yes
11477.0,61.0,female,own,rich,little,10703.0,16.0,business,0,Yes
11478.0,61.0,male,own,rich,moderate,19362.0,50.0,repairs,1,No
11479.0,47.0,male,own,moderate,little,19463.0,55.0,repairs,0,Yes
11480.0,34.0,male,rent,moderate,rich,4013.0,47.0,education,0,Yes
11481.0,27.0,female,free,moderate,little,904.0,7.0,repairs,0,Yes
11482.0,52.0,male,own,quite rich,moderate,17131.0,15.0,radio/TV,0,Yes
11483.0,37.0,female,free,little,rich,10465.0,31.0,repairs,0,Yes
11484.0,35.0,male,own,moderate,little,14604.0,7.0,car,1,No
11485.0,62.0,female,free,moderate,rich,13517.0,7.0,radio/TV,0,Yes
11486.0,61.0,male,rent,moderate,little,7190.0,7.0,domestic appliances,1,No
11487.0,44.0,female,own,little,moderate,2454.0,19.0,business,0,Yes
11488.0,66.0,female,rent,rich,moderate,17404.0,57.0,furniture/equipment,0,Yes
11489.0,53.0,female,rent,moderate,moderate,14174.0,12.0,repairs,0,Yes
11490.0,40.0,female,free,quite rich,little,9887.0,39.0,domestic appliances,0,Yes
11491.0,49.0,female,free,moderate,moderate,5862.0,6.0,business,0,Yes
11492.0,27.0,female,rent,moderate,little,7589.0,34.0,furniture/equipment,1,No
11493.0,28.0,female,own,little,moderate,16128.0,36.0,car,0,Yes
11494.0,55.0,male,free,little,rich,7599.0,58.0,furniture/equipment,1,No
11495.0,23.0,female,rent,quite rich,little,3114.0,26.0,domestic appliances,0,Yes
11496.0,58.0,female,rent,moderate,rich,19578.0,22.0,domestic appliances,1,No
11497.0,64.0,female,rent,rich,moderate,18188.0,8.0,repairs,0,Yes
11498.0,51.0,female,own,little,little,7646.0,28.0,domestic appliances,1,No
11499.0,53.0,female,free,little,little,7523.0,14.0,furniture/equipment,0,Yes
11500.0,54.0,male,free,quite rich,moderate,960.0,23.0,repairs,0,Yes
11501.0,34.0,male,rent,moderate,little,19477.0,23.0,repairs,0,Yes
11502.0,57.0,male,own,quite rich,rich,12107.0,42.0,education,0,Yes
11503.0,57.0,female,rent,rich,little,8487.0,45.0,car,1,No
11504.0,71.0,female,free,little,moderate,4195.0,39.0,furniture/equipment,0,Yes
11505.0,29.0,female,own,moderate,rich,6652.0,42.0,business,0,Yes
11506.0,38.0,male,rent,moderate,rich,13845.0,57.0,car,0,Yes
11507.0,57.0,male,free,moderate,moderate,8725.0,10.0,furniture/equipment,0,Yes
11508.0,36.0,male,free,quite rich,moderate,9512.0,16.0,radio/TV,0,Yes
11509.0,20.0,female,free,rich,moderate,14533.0,33.0,radio/TV,0,Yes
11510.0,35.0,female,own,moderate,rich,3057.0,38.0,business,1,No
11511.0,70.0,female,own,little,little,14190.0,48.0,domestic appliances,1,No
11512.0,68.0,female,free,moderate,rich,4080.0,33.0,repairs,0,Yes
11513.0,36.0,male,free,quite rich,little,7489.0,17.0,repairs,1,No
11514.0,64.0,male,own,rich,moderate,13442.0,44.0,repairs,0,Yes
11515.0,23.0,male,rent,rich,moderate,3303.0,17.0,business,0,Yes
11516.0,33.0,male,rent,moderate,rich,11817.0,51.0,car,0,Yes
11517.0,25.0,male,rent,moderate,moderate,7577.0,56.0,repairs,1,No
11518.0,65.0,female,free,little,little,4520.0,19.0,business,1,No
11519.0,35.0,male,free,rich,moderate,6374.0,36.0,education,0,Yes
11520.0,69.0,female,own,moderate,rich,10193.0,12.0,radio/TV,0,Yes
